gender|cp|occupation_id|age_id|occupation|age_range
F|02021|5|35|customer service|35-44
M|54751|6|35|doctor/health care|35-44
M|55128|0|50|other or not specified|50-55
M|27613|17|25|technician/engineer|25-34
M|11746|6|50|doctor/health care|50-55
M|98502|2|25|artist|25-34
M|06111|1|25|academic/educator|25-34
F|34744|3|50|clerical/admin|50-55
F|45458|1|18|academic/educator|18-24
M|94305|0|25|other or not specified|25-34
M|86314|4|25|college/grad student|25-34
M|02446|15|25|scientist|25-34
F|50322|3|35|clerical/admin|35-44
M|14982|1|25|academic/educator|25-34
M|06074|17|35|technician/engineer|35-44
M|50265|6|35|doctor/health care|35-44
M|52556|0|25|other or not specified|25-34
M|14619|12|35|programmer|35-44
F|50265|4|25|college/grad student|25-34
M|23112|4|18|college/grad student|18-24
M|61832|0|25|other or not specified|25-34
F|98383|2|45|artist|45-49
M|46979|0|1|other or not specified|Under 18
F|54401|11|56|lawyer|56+
F|94602|0|25|other or not specified|25-34
M|97267|7|25|executive/managerial|25-34
F|98027|1|25|academic/educator|25-34
F|93401|20|25|writer|25-34
F|94115|0|25|other or not specified|25-34
F|94703|0|25|other or not specified|25-34
F|94587|0|18|other or not specified|18-24
F|94110|0|25|other or not specified|25-34
F|94618|17|25|technician/engineer|25-34
M|60516|18|50|tradesman/craftsman|50-55
M|68108|6|25|doctor/health care|25-34
M|21093|4|18|college/grad student|18-24
F|53211|4|18|college/grad student|18-24
F|91405|4|18|college/grad student|18-24
M|02021|14|45|sales/marketing|45-49
M|02420|7|25|executive/managerial|25-34
M|48326|7|25|executive/managerial|25-34
M|17844|0|18|other or not specified|18-24
M|45458|1|18|academic/educator|18-24
M|36115|12|18|programmer|18-24
M|94520|0|18|other or not specified|18-24
F|19006|9|35|homemaker|35-44
M|06511|6|25|doctor/health care|25-34
F|89031|1|35|academic/educator|35-44
M|55104|4|18|college/grad student|18-24
F|32095|19|35|unemployed|35-44
M|60010|7|25|executive/managerial|25-34
M|20650|6|35|doctor/health care|35-44
M|20016|7|50|executive/managerial|50-55
M|98103|15|25|scientist|25-34
M|78749|17|35|technician/engineer|35-44
M|80910|7|35|executive/managerial|35-44
M|98102|15|25|scientist|25-34
M|53406|17|25|technician/engineer|25-34
F|90020|3|25|clerical/admin|25-34
M|20122|3|35|clerical/admin|35-44
M|32837|17|45|technician/engineer|45-49
M|36115|12|25|programmer|25-34
M|90804|17|25|technician/engineer|25-34
M|44313|20|25|writer|25-34
M|98027|20|45|writer|45-49
M|93711|7|56|executive/managerial|56+
M|32308|17|25|technician/engineer|25-34
M|06279|1|18|academic/educator|18-24
M|48105|1|25|academic/educator|25-34
M|87020|2|50|artist|50-55
M|92101|20|25|writer|25-34
F|22307|1|25|academic/educator|25-34
M|60630|4|18|college/grad student|18-24
F|84780|6|18|doctor/health care|18-24
F|43214|7|25|executive/managerial|25-34
M|68516|1|25|academic/educator|25-34
M|02322|2|18|artist|18-24
M|40515|7|25|executive/managerial|25-34
F|84770|8|50|farmer|50-55
M|28804|17|25|technician/engineer|25-34
F|10033|14|25|sales/marketing|25-34
M|02651|14|50|sales/marketing|50-55
F|02176|0|25|other or not specified|25-34
M|26101|18|45|tradesman/craftsman|45-49
F|92054|16|35|self-employed|35-44
F|32043|10|1|K-12 student|Under 18
M|73071|4|18|college/grad student|18-24
M|94065|12|25|programmer|25-34
M|33884|0|35|other or not specified|35-44
M|12801|7|25|executive/managerial|25-34
M|70809-2612|15|25|scientist|25-34
M|14086|0|35|other or not specified|35-44
M|92278|3|18|clerical/admin|18-24
M|60657|12|25|programmer|25-34
M|60302|16|50|self-employed|50-55
M|92614|14|25|sales/marketing|25-34
M|30340|14|25|sales/marketing|25-34
M|20886|17|25|technician/engineer|25-34
F|93449|20|35|writer|35-44
M|08822|14|18|sales/marketing|18-24
F|63119|9|45|homemaker|45-49
M|89145|0|25|other or not specified|25-34
M|44129|17|45|technician/engineer|45-49
M|12604|4|18|college/grad student|18-24
M|10025|17|25|technician/engineer|25-34
M|94558|0|25|other or not specified|25-34
M|29630|20|50|writer|50-55
F|95864|10|1|K-12 student|Under 18
M|63130|14|45|sales/marketing|45-49
M|45215|3|35|clerical/admin|35-44
M|73112|12|18|programmer|18-24
M|63544|17|18|technician/engineer|18-24
M|95050|17|25|technician/engineer|25-34
M|64468|4|18|college/grad student|18-24
M|14613|1|25|academic/educator|25-34
F|94558|2|45|artist|45-49
M|92103|7|25|executive/managerial|25-34
M|66605|0|25|other or not specified|25-34
M|11235|0|25|other or not specified|25-34
M|33705|1|45|academic/educator|45-49
M|22124|16|35|self-employed|35-44
M|83687|3|25|clerical/admin|25-34
M|54942|7|25|executive/managerial|25-34
M|44515|2|18|artist|18-24
M|55337|14|56|sales/marketing|56+
M|78411|16|50|self-employed|50-55
M|78759|4|18|college/grad student|18-24
M|92728|12|25|programmer|25-34
M|95008|7|35|executive/managerial|35-44
M|80513|4|18|college/grad student|18-24
M|02067|17|45|technician/engineer|45-49
M|66203|6|45|doctor/health care|45-49
M|33143|4|18|college/grad student|18-24
F|90039|16|56|self-employed|56+
M|91505|20|25|writer|25-34
M|79401|6|25|doctor/health care|25-34
M|02139|16|35|self-employed|35-44
F|20723|0|35|other or not specified|35-44
M|60914|0|35|other or not specified|35-44
M|92069|17|56|technician/engineer|56+
M|01772|11|45|lawyer|45-49
M|02135|17|25|technician/engineer|25-34
F|55343|14|25|sales/marketing|25-34
M|85282|14|18|sales/marketing|18-24
M|46239|5|25|customer service|25-34
M|02542|0|25|other or not specified|25-34
M|48445|10|1|K-12 student|Under 18
M|361069|17|25|technician/engineer|25-34
M|54409|17|50|technician/engineer|50-55
F|22201|14|18|sales/marketing|18-24
M|10021|0|25|other or not specified|25-34
M|19104|17|18|technician/engineer|18-24
M|91505|20|25|writer|25-34
M|92037|0|18|other or not specified|18-24
M|19104|4|25|college/grad student|25-34
M|40207|17|18|technician/engineer|18-24
M|84123|4|35|college/grad student|35-44
F|71111|3|35|clerical/admin|35-44
M|02134|4|25|college/grad student|25-34
F|60618|9|35|homemaker|35-44
M|30189|18|25|tradesman/craftsman|25-34
M|73702|0|45|other or not specified|45-49
M|63126|17|35|technician/engineer|35-44
M|95820|14|25|sales/marketing|25-34
M|53211|4|18|college/grad student|18-24
M|92115|2|35|artist|35-44
M|90254|12|50|programmer|50-55
M|77042|12|25|programmer|25-34
M|94404|2|25|artist|25-34
F|67846|16|25|self-employed|25-34
M|55812|0|25|other or not specified|25-34
M|80227|5|25|customer service|25-34
M|52240|3|56|clerical/admin|56+
M|92117|5|25|customer service|25-34
M|49221|7|25|executive/managerial|25-34
F|48073|6|35|doctor/health care|35-44
M|44512|0|25|other or not specified|25-34
M|72118|18|35|tradesman/craftsman|35-44
F|01464|12|35|programmer|35-44
M|92020|2|56|artist|56+
M|92711-0571|2|25|artist|25-34
M|91405|7|45|executive/managerial|45-49
M|32708|20|35|writer|35-44
M|40031|17|45|technician/engineer|45-49
M|49855|4|18|college/grad student|18-24
F|98074|7|35|executive/managerial|35-44
F|80401|16|35|self-employed|35-44
F|96778|1|45|academic/educator|45-49
F|22207|12|25|programmer|25-34
M|90019|0|25|other or not specified|25-34
F|61554|12|45|programmer|45-49
M|44266|0|45|other or not specified|45-49
M|60056|4|25|college/grad student|25-34
F|60014|4|18|college/grad student|18-24
F|12449|1|45|academic/educator|45-49
M|55117|12|25|programmer|25-34
M|32601|4|18|college/grad student|18-24
M|12831|0|35|other or not specified|35-44
M|94930-2010|0|25|other or not specified|25-34
M|40242|11|35|lawyer|35-44
M|46112|7|45|executive/managerial|45-49
F|03768|1|45|academic/educator|45-49
F|55014|14|35|sales/marketing|35-44
M|45230|1|25|academic/educator|25-34
F|98115|0|56|other or not specified|56+
M|30030|20|50|writer|50-55
M|66502|16|56|self-employed|56+
M|65202|11|18|lawyer|18-24
M|30096|0|25|other or not specified|25-34
F|13603|2|18|artist|18-24
M|02903|2|25|artist|25-34
M|12345|7|56|executive/managerial|56+
F|02903|2|25|artist|25-34
F|80228|4|18|college/grad student|18-24
F|23229|6|25|doctor/health care|25-34
M|60614|7|25|executive/managerial|25-34
M|30741|0|35|other or not specified|35-44
F|43229|5|25|customer service|25-34
F|44107|0|25|other or not specified|25-34
M|22180|14|35|sales/marketing|35-44
M|78252|13|35|retired|35-44
F|59072|9|50|homemaker|50-55
M|66762|4|25|college/grad student|25-34
F|97701|0|45|other or not specified|45-49
M|95929|13|56|retired|56+
M|30606|0|25|other or not specified|25-34
M|75089|7|25|executive/managerial|25-34
M|01880|16|45|self-employed|45-49
M|33324|7|25|executive/managerial|25-34
F|01742|4|18|college/grad student|18-24
F|60647|14|25|sales/marketing|25-34
M|30030|12|50|programmer|50-55
M|17350|16|25|self-employed|25-34
M|33309|7|25|executive/managerial|25-34
M|32653|4|25|college/grad student|25-34
M|22015|0|25|other or not specified|25-34
M|43081|7|50|executive/managerial|50-55
M|22810|17|35|technician/engineer|35-44
M|32825|14|18|sales/marketing|18-24
M|45255|17|35|technician/engineer|35-44
M|74354|0|45|other or not specified|45-49
M|30701|17|35|technician/engineer|35-44
M|08876|7|35|executive/managerial|35-44
F|01860|1|25|academic/educator|25-34
M|20880|16|45|self-employed|45-49
M|46143|13|56|retired|56+
M|21050|0|50|other or not specified|50-55
M|12110|7|35|executive/managerial|35-44
M|48038|7|1|executive/managerial|Under 18
M|88005|12|35|programmer|35-44
M|92802|1|18|academic/educator|18-24
M|44039|7|18|executive/managerial|18-24
M|94533|14|25|sales/marketing|25-34
M|85210|17|25|technician/engineer|25-34
M|49503-1313|4|18|college/grad student|18-24
M|77803|1|25|academic/educator|25-34
M|48316-5601|0|25|other or not specified|25-34
F|75605|3|45|clerical/admin|45-49
M|33901|0|50|other or not specified|50-55
M|17972|14|25|sales/marketing|25-34
F|75214|20|45|writer|45-49
M|54601|17|35|technician/engineer|35-44
M|77034|6|25|doctor/health care|25-34
M|95236|20|50|writer|50-55
M|53403|14|35|sales/marketing|35-44
F|32404|9|35|homemaker|35-44
M|45011|5|25|customer service|25-34
F|77018|6|56|doctor/health care|56+
M|68164|7|25|executive/managerial|25-34
F|12533|7|25|executive/managerial|25-34
M|02140|4|25|college/grad student|25-34
F|21114|3|56|clerical/admin|56+
M|89128|7|35|executive/managerial|35-44
M|42445|0|25|other or not specified|25-34
M|56301|12|25|programmer|25-34
M|43551|6|25|doctor/health care|25-34
M|21113|0|25|other or not specified|25-34
M|45251|4|18|college/grad student|18-24
M|46530|1|25|academic/educator|25-34
M|80206|16|50|self-employed|50-55
M|11510-2001|6|50|doctor/health care|50-55
M|97401|16|25|self-employed|25-34
M|75006|20|25|writer|25-34
M|48005|3|18|clerical/admin|18-24
M|94002|15|35|scientist|35-44
F|94002|15|25|scientist|25-34
F|95826|3|35|clerical/admin|35-44
M|40511|13|56|retired|56+
M|53545|17|45|technician/engineer|45-49
M|30606|4|18|college/grad student|18-24
F|89431|1|35|academic/educator|35-44
M|33133|11|45|lawyer|45-49
M|60061|6|35|doctor/health care|35-44
M|01604|14|18|sales/marketing|18-24
M|43551|2|25|artist|25-34
M|36264|18|25|tradesman/craftsman|25-34
M|68122|3|35|clerical/admin|35-44
M|98826|0|50|other or not specified|50-55
M|28270|10|1|K-12 student|Under 18
M|18249|6|35|doctor/health care|35-44
M|73118|6|25|doctor/health care|25-34
M|80232|14|25|sales/marketing|25-34
M|55412|18|25|tradesman/craftsman|25-34
M|32726|6|50|doctor/health care|50-55
M|60559|7|25|executive/managerial|25-34
F|29070|1|35|academic/educator|35-44
M|20851|0|45|other or not specified|45-49
F|48341|5|45|customer service|45-49
M|19010|0|25|other or not specified|25-34
M|91607|20|45|writer|45-49
M|89185|3|56|clerical/admin|56+
M|19406|15|35|scientist|35-44
M|93107|15|25|scientist|25-34
M|33823|17|25|technician/engineer|25-34
M|93111|6|50|doctor/health care|50-55
M|70003|6|25|doctor/health care|25-34
M|78746|6|35|doctor/health care|35-44
M|47901|16|25|self-employed|25-34
M|55344|17|25|technician/engineer|25-34
F|22030|2|35|artist|35-44
M|28226|15|25|scientist|25-34
M|26505|17|35|technician/engineer|35-44
M|48912|1|35|academic/educator|35-44
M|19403|12|18|programmer|18-24
M|79912|20|25|writer|25-34
M|92630|14|56|sales/marketing|56+
M|14215|13|56|retired|56+
F|79416|6|25|doctor/health care|25-34
F|55391|10|1|K-12 student|Under 18
M|63376|4|1|college/grad student|Under 18
M|77057|3|25|clerical/admin|25-34
M|79416|7|25|executive/managerial|25-34
M|77379|6|56|doctor/health care|56+
M|55410|17|25|technician/engineer|25-34
F|19063|0|25|other or not specified|25-34
M|70806|4|25|college/grad student|25-34
M|49017|17|25|technician/engineer|25-34
M|10013|0|25|other or not specified|25-34
M|60004|15|25|scientist|25-34
M|63366|7|25|executive/managerial|25-34
M|53150|7|35|executive/managerial|35-44
M|94954|17|35|technician/engineer|35-44
M|77096|6|56|doctor/health care|56+
M|23233|4|18|college/grad student|18-24
M|48655|10|1|K-12 student|Under 18
M|11211|16|18|self-employed|18-24
M|42141|16|18|self-employed|18-24
M|34243|7|50|executive/managerial|50-55
M|95437|16|25|self-employed|25-34
F|23221|0|25|other or not specified|25-34
M|77536|17|35|technician/engineer|35-44
M|97202|3|35|clerical/admin|35-44
F|41722|7|45|executive/managerial|45-49
M|32603|15|25|scientist|25-34
M|47129|18|45|tradesman/craftsman|45-49
M|58503|17|35|technician/engineer|35-44
M|48187|14|35|sales/marketing|35-44
M|99353|15|25|scientist|25-34
M|07040|7|35|executive/managerial|35-44
M|43551|4|18|college/grad student|18-24
M|91221|3|25|clerical/admin|25-34
M|39401|1|50|academic/educator|50-55
M|71118|16|25|self-employed|25-34
M|08876|7|45|executive/managerial|45-49
M|82070|19|18|unemployed|18-24
F|46807|4|25|college/grad student|25-34
M|62330-1408|18|25|tradesman/craftsman|25-34
M|13676|2|35|artist|35-44
M|53188|17|25|technician/engineer|25-34
M|16803|17|50|technician/engineer|50-55
M|60025|6|35|doctor/health care|35-44
M|12144|11|56|lawyer|56+
M|48439|6|35|doctor/health care|35-44
M|97720|7|45|executive/managerial|45-49
M|80112|17|25|technician/engineer|25-34
M|77009|4|45|college/grad student|45-49
F|85283|12|45|programmer|45-49
M|46321|10|1|K-12 student|Under 18
M|60056|16|50|self-employed|50-55
M|91941|7|25|executive/managerial|25-34
M|91423|7|25|executive/managerial|25-34
M|40207|14|56|sales/marketing|56+
M|32112|0|25|other or not specified|25-34
M|95014|17|35|technician/engineer|35-44
M|01040|7|56|executive/managerial|56+
F|60441|5|25|customer service|25-34
M|02451|4|18|college/grad student|18-24
F|78681|1|50|academic/educator|50-55
M|44301|17|35|technician/engineer|35-44
F|02889|7|50|executive/managerial|50-55
F|55021|7|35|executive/managerial|35-44
M|32792|1|35|academic/educator|35-44
M|29672|0|25|other or not specified|25-34
M|43201|20|45|writer|45-49
M|74114|14|25|sales/marketing|25-34
M|16801|17|50|technician/engineer|50-55
M|29440|1|25|academic/educator|25-34
M|85712|17|50|technician/engineer|50-55
M|95123|20|56|writer|56+
M|97321|18|50|tradesman/craftsman|50-55
F|90039|10|1|K-12 student|Under 18
F|01450|9|50|homemaker|50-55
M|10027|20|35|writer|35-44
M|90404|0|45|other or not specified|45-49
F|23221|14|25|sales/marketing|25-34
M|08901|7|56|executive/managerial|56+
M|50677|1|35|academic/educator|35-44
F|94114|14|25|sales/marketing|25-34
F|75240|7|25|executive/managerial|25-34
M|22032|20|25|writer|25-34
F|37766|6|45|doctor/health care|45-49
M|66048|0|50|other or not specified|50-55
M|53713|7|45|executive/managerial|45-49
M|79705|16|56|self-employed|56+
M|19901|7|35|executive/managerial|35-44
F|29063|11|18|lawyer|18-24
F|20110|3|35|clerical/admin|35-44
M|66204|0|35|other or not specified|35-44
M|19008|7|45|executive/managerial|45-49
M|90680|17|35|technician/engineer|35-44
F|08033|16|50|self-employed|50-55
F|94949|20|35|writer|35-44
M|13502|13|56|retired|56+
F|33177|7|25|executive/managerial|25-34
M|80903|18|25|tradesman/craftsman|25-34
M|91730|1|25|academic/educator|25-34
M|32114|7|50|executive/managerial|50-55
M|90274|14|25|sales/marketing|25-34
M|33308|7|25|executive/managerial|25-34
F|63026|20|56|writer|56+
M|74137|7|50|executive/managerial|50-55
M|91364|14|35|sales/marketing|35-44
M|89108|17|45|technician/engineer|45-49
F|55446|15|45|scientist|45-49
M|77521|17|35|technician/engineer|35-44
M|93907|13|56|retired|56+
M|60637|4|18|college/grad student|18-24
F|95050|13|56|retired|56+
M|14221|14|35|sales/marketing|35-44
F|18042|1|45|academic/educator|45-49
M|80631|4|18|college/grad student|18-24
F|32712|9|25|homemaker|25-34
M|10543|7|45|executive/managerial|45-49
F|65550|0|25|other or not specified|25-34
M|21234|7|25|executive/managerial|25-34
M|58270|18|25|tradesman/craftsman|25-34
M|06905|7|35|executive/managerial|35-44
F|87801|15|25|scientist|25-34
F|22947|1|35|academic/educator|35-44
M|90731|1|35|academic/educator|35-44
F|90403|0|35|other or not specified|35-44
M|37363|0|56|other or not specified|56+
M|85710|17|25|technician/engineer|25-34
M|77662|5|45|customer service|45-49
M|56716|18|56|tradesman/craftsman|56+
M|63125|7|35|executive/managerial|35-44
F|20121|0|25|other or not specified|25-34
M|77006|7|25|executive/managerial|25-34
M|01752|17|25|technician/engineer|25-34
M|18042|4|18|college/grad student|18-24
M|23233|17|50|technician/engineer|50-55
M|95125|17|35|technician/engineer|35-44
M|97225|0|35|other or not specified|35-44
M|53818|4|35|college/grad student|35-44
F|55976|17|45|technician/engineer|45-49
F|60148|17|35|technician/engineer|35-44
F|48198|1|45|academic/educator|45-49
F|48197|3|25|clerical/admin|25-34
F|76021|6|35|doctor/health care|35-44
M|11414-2520|19|25|unemployed|25-34
M|20706|18|50|tradesman/craftsman|50-55
M|94010|17|35|technician/engineer|35-44
M|34235|13|56|retired|56+
F|20706|18|50|tradesman/craftsman|50-55
F|75287|20|35|writer|35-44
M|37917|4|35|college/grad student|35-44
F|48130|3|45|clerical/admin|45-49
M|90029|2|50|artist|50-55
F|07960|3|25|clerical/admin|25-34
M|77450|14|25|sales/marketing|25-34
M|44691|16|35|self-employed|35-44
M|52402|7|50|executive/managerial|50-55
M|55330|17|35|technician/engineer|35-44
M|11767|7|35|executive/managerial|35-44
M|78704|7|50|executive/managerial|50-55
M|32137|7|56|executive/managerial|56+
M|48146|17|35|technician/engineer|35-44
M|44286|12|50|programmer|50-55
F|48034|7|35|executive/managerial|35-44
